'device_type','device_id','aircraft_model','registration','cn','tracked','identified','device_idtype'
'F','DD1809','ASW-20','D-2689','','Y','Y','INTERNAL'
'F','DD1827','HangGlider','R-8493','BHP','Y','Y','INTERNAL'
'F','DD1841','SZD-48 Jantar Std 2','SP-3219','J9','Y','Y','INTERNAL'
'F','DD1843','SZD-48-3 Jantar Std 3','SP-3448','KM','Y','Y','INTERNAL'
'F','DD1863','Discus','Gcfnl','705','Y','Y','INTERNAL'
'F','DD18AC','Pegase','G-CFCB','FCB','Y','Y','INTERNAL'
'F','DD18E8','DG-200','1Z','1Z','Y','Y','INTERNAL'
'F','DD1925','Paraglider','Ralf','RAS','Y','Y','INTERNAL'
'F','DD192F','LS-1 f','D-5650','H7','Y','Y','INTERNAL'
'F','DD194B','HangGlider','MH06','MH','Y','Y','INTERNAL'
'F','DD196A','Paraglider','R-8502','','Y','Y','INTERNAL'
'F','DD1974','Paraglider','R-8503','288','Y','Y','INTERNAL'
'F','DD19AA','Paraglider','R-8504','','Y','Y','INTERNAL'
'F','DD19B2','HangGlider','3007','JRi','Y','Y','INTERNAL'
'F','DD19BE','Paraglider','GRUNAIR','','Y','Y','INTERNAL'
'F','DD1A01','HangGlider','58040','URS','Y','Y','INTERNAL'
'F','DD1A13','Ultralight','F-ZR','ZR','Y','Y','INTERNAL'
'F','DD1B8F','SF-25','SE-TUU','','Y','Y','INTERNAL'
'F','DD1B93','ASK-21','SE-UFY','FY','Y','Y','INTERNAL'
'F','DD1FFF','JS-1 C18 Evo','zs-gef','XZ','Y','Y','ICAO'
'O','DD2930','Cessna 185','N8045V','','Y','Y','INTERNAL'
'F','DD49F2','Unknown','AKAMUC9','AM9','Y','Y','INTERNAL'
'F','DD4E21','Libelle Std','OY-ROX','CC','Y','Y','INTERNAL'
'F','DD4E24','ASW-15','G-CJDR','JDR','Y','Y','INTERNAL'
'F','DD4E26','PIK-20 D','D-7653','FH','Y','Y','INTERNAL'
'F','DD4E2B','ASW-24','D-2167','B1z','Y','Y','INTERNAL'
'F','DD4E35','LS-4','SE-TXD','XD','Y','Y','INTERNAL'
'F','DD4E37','DG-600','D-3404','JB','Y','Y','INTERNAL'
'F','DD4E39','LS-6 18','OY-XRG','G2','Y','Y','INTERNAL'
'F','DD4E3A','LS-4','D-8864','P9','Y','Y','INTERNAL'
'F','DD4E3C','LS-4','OY-XPX','PX','Y','Y','INTERNAL'
'F','DD4E3F','Libelle Std','G-CDRV','528','Y','Y','INTERNAL'
'F','DD4E47','Cirrus Std','G-CJOS','JOS','Y','Y','INTERNAL'
'F','DD4E4A','PW-5','Ha-4024','Ms','Y','Y','INTERNAL'
'F','DD4E57','PW-5','EC-GPZ','AJ','Y','Y','INTERNAL'
'F','DD4E58','LS-7','LN-GIN','IN','Y','Y','INTERNAL'
'F','DD4E5A','SZD-55','OH-944','WB','Y','Y','INTERNAL'
'F','DD4E5D','Discus','G-CHRX','P5','Y','Y','INTERNAL'
'F','DD4E5E','PIK-20 B','OH-497','TY','Y','Y','INTERNAL'
'F','DD4E60','Discus','G-CHMO','364','Y','Y','INTERNAL'
'F','DD4E61','ASW-28','G-CJWA','C6','Y','Y','INTERNAL'
'F','DD4E64','LS-4','OY-XLI','U1','Y','Y','INTERNAL'
'F','DD4E65','LS-8 18','R-8534','RW','Y','Y','INTERNAL'
'F','DD4E68','LS-4','G-CHVV','HVV','Y','Y','INTERNAL'
'F','DD4E69','ASK-21','G-CGAM','','Y','Y','INTERNAL'
'F','DD4E6C','Nimbus 2','G-CHBV','827','Y','Y','INTERNAL'
'F','DD4E6F','Duo Discus x','HB-3396','LU','Y','Y','INTERNAL'
'F','DD4E71','Pegase','HB-3090','LI','Y','Y','INTERNAL'
'F','DD4E78','ASW-20','G-EEFK','643','Y','Y','INTERNAL'
'F','DD4E7A','ASW-27','R-8541','A27','Y','Y','INTERNAL'
'F','DD4E7D','DG-300','S5-3121','ER','Y','Y','INTERNAL'
'F','DD4E7E','Jodel D140','F-PBZZ','ZZ','Y','Y','INTERNAL'
'F','DD4E7F','Duo Discus xlt','HB-2502','','Y','Y','INTERNAL'
'F','DD4E80','SF-25','OY-XVR','VR','Y','Y','INTERNAL'
'F','DD4E81','Silent 2 Electro','D-MJEM','EM','Y','Y','INTERNAL'
'F','DD4E83','DG-200','G-CJDP','JDP','Y','Y','INTERNAL'
'F','DD4E84','Libelle Std','G-DCLM','CLM','Y','Y','INTERNAL'
'F','DD4E85','LS-6','D-6371','YB','Y','Y','INTERNAL'
'F','DD4E8B','Astir CS','F-CFML','ML','Y','Y','INTERNAL'
'F','DD4E8D','Ventus 2','F-CIGG','GG','Y','Y','INTERNAL'
'F','DD4E8E','Astir CS','F-CFML','ML','Y','Y','INTERNAL'
'F','DD4E8F','ASH-26 E','D-KAGD','GD','Y','Y','INTERNAL'
'F','DD4E90','SZD-48-3 Jantar Std 3','SP-4052','EP','Y','Y','INTERNAL'
'F','DD4E92','Cirrus 18m','D-0184','18','Y','Y','INTERNAL'
'F','DD4E93','LS-1 d','D-0668','24','Y','Y','INTERNAL'
'F','DD4E96','LS-1 f','LN-GHA','577','Y','Y','INTERNAL'
'F','DD4E9A','PIK-20 D','G-DEAR','EAR','Y','Y','INTERNAL'
'F','DD4E9B','ASW-20','G-CFPH','GB2','Y','Y','INTERNAL'
'F','DD4E9D','ASH-25','G-CHXO','711','Y','Y','INTERNAL'
'F','DD4E9E','LS-6','G-CHGP','L6','Y','Y','INTERNAL'
'F','DD4EA1','DR-400','D-EISI','SI','Y','Y','INTERNAL'
'F','DD4EA6','Cirrus Std','G-CFGU','806','Y','Y','INTERNAL'
'F','DD4EB1','Nimbus 2','ZK-GIW','IW','Y','Y','INTERNAL'
'F','DD4EB3','DG-1000','VH-DGZ','DGZ','Y','Y','INTERNAL'
'F','DD4EB4','PA-25 Pawnee','VH-ALA','ALA','Y','Y','INTERNAL'
'F','DD4EB5','LS-1 f','D-8982','LX','Y','Y','INTERNAL'
'F','DD4EB6','Other','S5-3078','MJ','Y','Y','INTERNAL'
'F','DD4EBA','ASW-15','OE-0946','46','Y','Y','INTERNAL'
'F','DD4EBB','LS-8 st 18','G-CKMA','KMA','Y','Y','INTERNAL'
'F','DD4EBC','Discus 2','ZKGHW','HW','Y','Y','INTERNAL'
'F','DD4EBD','DG-200','D-4556','OM','Y','Y','INTERNAL'
'F','DD4EBE','Duo Discus xt','G-CKOL','OL','Y','Y','INTERNAL'
'F','DD4EC0','ASW-20','LV-DNT','CA','Y','Y','INTERNAL'
'F','DD4EC2','Twin Astir II','PH-819','CA','Y','Y','INTERNAL'
'F','DD4EC3','LAK-17B FES','F-CBAT','O','Y','N','INTERNAL'
'F','DD4EC8','ASW-19','G-CJJL','JJL','Y','Y','INTERNAL'
'F','DD4ECB','Discus','VH-GUF','GUF','Y','Y','INTERNAL'
'F','DD4ECC','ASW-24','9A-GTI','HR3','Y','Y','INTERNAL'
'F','DD4ECE','PIK-20 D','G-DDOU','DOU','Y','Y','INTERNAL'
'F','DD4ECF','A380','G-CHNZ','HNZ','Y','Y','INTERNAL'
'F','DD4ED0','Unknown','R-8582','PFB','Y','Y','INTERNAL'
'F','DD4ED1','LS-6','OK-8899','EL','Y','Y','INTERNAL'
'F','DD4ED5','DG-200','G-CJAW','M4','Y','Y','INTERNAL'
'F','DD4ED6','Duo Discus t','OY-XVN','VN','Y','Y','INTERNAL'
'F','DD4EDB','Discus','OY-XPM','PM','Y','Y','INTERNAL'
'F','DD4EDC','Twin Astir III','OY-XTG','TG','Y','Y','INTERNAL'
'F','DD4EDE','ASK-21','OY-XVY','VY','Y','Y','INTERNAL'
'F','DD4EDF','Discus','OY-XOK','X9','Y','Y','INTERNAL'
'F','DD4EE4','Nimbus 3DT','G-CJWG','880','Y','Y','INTERNAL'
'F','DD4EE5','Ultralight Glider','55RS','HCS','Y','Y','INTERNAL'
'F','DD4EE9','Ultralight Glider','63AUY','','Y','Y','INTERNAL'
'F','DD4EED','SZD-50 Puchacz','OY-XUT','UT','Y','Y','INTERNAL'
'F','DD4EEE','ASK-21','OY-XMF','X1','Y','Y','INTERNAL'
'F','DD4EF0','Discus t','G-CHGZ','502','Y','Y','INTERNAL'
'F','DD4EF1','ASW-19','G-DDSX','877','Y','Y','INTERNAL'
'F','DD4EF2','Mini Nimbus','g-cfhg','187','Y','Y','INTERNAL'
'F','DD4EF3','Twin Astir I','OM-5960','TW','Y','Y','INTERNAL'
'F','DD4EF5','ASW-28t','G-CKJV','AP','Y','Y','INTERNAL'
'F','DD4EF6','SZD-48-3 Jantar Std 3','SP-3451','MT','Y','Y','INTERNAL'
'F','DD4EFC','LS-8','ZKGXR','XR','Y','Y','INTERNAL'
'F','DD4EFD','LAK-19 T','G-CKOU','1UP','Y','Y','INTERNAL'
'F','DD4F01','Duo Discus t','OY-RAX','1W','Y','Y','INTERNAL'
'F','DD4F04','Cirrus Std','OK-3706','V1','Y','Y','INTERNAL'
'F','DD4F06','DG-100','S5-3038','M7','Y','Y','INTERNAL'
'F','DD4F11','DG-300','S5-3092','LS','Y','Y','INTERNAL'
'F','DD4F19','ASW-24','G-CFNG','M5','Y','Y','INTERNAL'
'F','DD4F1A','SF-25','OY-TEX','TE','Y','Y','INTERNAL'
'F','DD4F1C','Pegase','F-CHDO','DO','Y','Y','INTERNAL'
'F','DD4F1E','DG-300','G-CFAJ','FAJ','Y','Y','INTERNAL'
'F','DD4F20','Libelle Std','D-0522','L2','Y','Y','INTERNAL'
'F','DD4F21','Blanik','S5-7127','27','Y','Y','INTERNAL'
'F','DD4F23','Pegase','F-CHKL','GO','Y','Y','INTERNAL'
'F','DD4F24','Pegase','SP-3962','AG','Y','Y','INTERNAL'
'F','DD4F25','EuroFox','F-JTNM','NM','Y','Y','INTERNAL'
'F','DD4F29','DG-300','S5-3001','AT','Y','Y','INTERNAL'
'F','DD4F2E','Motorplane','S5-MTI','ONE','Y','Y','INTERNAL'
'F','DD4F33','Blanik','S5-7144','44','Y','Y','INTERNAL'
'F','DD4F34','Blanik','S5-7115','15','Y','Y','INTERNAL'
'F','DD4F35','DG-808 C','OY-EXA','EA','Y','Y','INTERNAL'
'F','DD4F37','ASW-24','D-1582','MM','Y','Y','INTERNAL'
'F','DD4F3B','EuroFox','OY-9406','406','Y','Y','INTERNAL'
'F','DD4F3D','Discus 2cT','ZK-GFR','FR','Y','Y','INTERNAL'
'F','DD4F3E','Nimbus 2','D-9668','PJ','Y','Y','INTERNAL'
'F','DD4F3F','SZD-59 Acro','OY-RUX','4W','Y','Y','INTERNAL'
'F','DD4F42','Janus B','SE-URX','RX','Y','Y','INTERNAL'
'F','DD4F44','LS-3','WUD','','Y','Y','INTERNAL'
'F','DD4F46','ASW-24','D-6087','W1','Y','Y','INTERNAL'
'F','DD4F4A','VL3 Evolution','F-JCQI','QI','Y','Y','INTERNAL'
'F','DD4F4C','ASW-20','D-3295','IF','Y','Y','INTERNAL'
'F','DD4F4D','LS-4','OY-XRF','G4','Y','Y','INTERNAL'
'F','DD4F4E','SZD-51 Junior','OY-XTK','T4','Y','Y','INTERNAL'
'F','DD4F4F','LS-8 18','R-8633','456','Y','Y','INTERNAL'
'F','DD4F51','Breguet 905','F-AZNV','','Y','Y','INTERNAL'
'F','DD4F52','LS-8','G-CHWL','184','Y','Y','INTERNAL'
'F','DD4F54','Discus','G-CFHR','Q5','Y','Y','INTERNAL'
'F','DD4F55','DG-808 B','G-IANB','NB','Y','Y','INTERNAL'
'F','DD4F58','Blanik','VT-GIN','','Y','Y','INTERNAL'
'F','DD4F5A','SZD-48-3 Jantar Std 3','SP-3262','FR','Y','Y','INTERNAL'
'F','DD4F5C','PA-25 Pawnee','G-DSGC','GC','Y','Y','INTERNAL'
'F','DD4F5F','Motorglider','HANNES','','Y','Y','INTERNAL'
'F','DD4F62','ASW-20','G-CJTP','','Y','Y','INTERNAL'
'F','DD4F63','Astir CS-77','G-DEOD','DSF','Y','Y','INTERNAL'
'F','DD4F64','LS-7','OY-XRC','CC','Y','Y','INTERNAL'
'F','DD4F67','ASW-15','G-CKRR','','Y','Y','INTERNAL'
'F','DD4F68','ASW-20','G-DDVV','DV','Y','Y','INTERNAL'
'F','DD4F6B','ASW-20','G-DHOK','SM','Y','Y','INTERNAL'
'F','DD4F6C','ASW-15','G-CFMS','FMS','Y','Y','INTERNAL'
'F','DD4F6D','Libelle Std','G-DCRO','CRO','Y','Y','INTERNAL'
'F','DD4F6F','ASW-28','104','104','Y','Y','INTERNAL'
'F','DD4F70','Nimbus 3','F-CFUA','UA','Y','Y','INTERNAL'
'F','DD4F72','Kestrel','G-DCZU','826','Y','Y','INTERNAL'
'F','DD4F74','ASW-19','G-EENZ','RNT','Y','Y','INTERNAL'
'F','DD4F75','Astir CS-77','G-GSST','770','Y','Y','INTERNAL'
'F','DD4F76','LS-8','G-CHWS','Z5','Y','Y','INTERNAL'
'F','DD4F78','Duo Discus xlt','D-KUTE','WX','Y','Y','INTERNAL'
'F','DD4F7B','SZD-51 Junior','G-CJVC','JVC','Y','Y','INTERNAL'
'F','DD4F7E','Astir CS-77','G-CJON','R67','Y','Y','INTERNAL'
'F','DD4F80','DG-300','G-CHDR','','Y','Y','INTERNAL'
'F','DD4F82','DG-200','D-2558','','Y','Y','INTERNAL'
'F','DD4F84','SZD-51 Junior','G-CJMY','JMY','Y','Y','INTERNAL'
'F','DD4F85','ASK-21','D-9906','06','Y','Y','INTERNAL'
'F','DD4F87','Piper J-3 Cub','F-JVZG','AGC','Y','Y','INTERNAL'
'F','DD4F89','Europa XS','G-CFVR','','Y','Y','INTERNAL'
'F','DD4F8A','Astir CS','G-CJYC','JYC','Y','Y','INTERNAL'
'F','DD4F8B','EuroFox','G-CGYG','','Y','Y','INTERNAL'
'F','DD4F8C','ASW-15','G-DCKP','CKP','Y','Y','INTERNAL'
'F','DD4F8D','DG-303','VH-DGU','DGU','Y','Y','INTERNAL'
'F','DD4F8F','ASK-21','G-CHYJ','HYJ','Y','Y','INTERNAL'
'F','DD4F91','Pegase','G-CFVN','FVN','Y','Y','INTERNAL'
'F','DD4F92','LS-7','G-CFTY','753','Y','Y','INTERNAL'
'F','DD4F96','HK36 Super Dimona','OY-XZS','ZS','Y','Y','INTERNAL'
'F','DD4F97','ASK-13','F-CECC','CC','Y','Y','INTERNAL'
'F','DD4F98','DG-300','G-cfjr','950','Y','Y','INTERNAL'
'F','DD4F99','Twin Astir II','F-CFKV','KV','Y','Y','INTERNAL'
'F','DD4F9A','Janus B','G-DDTC','DTC','Y','Y','INTERNAL'
'F','DD4FA0','LS-4','F-CEIR','TC','Y','Y','INTERNAL'
'F','DD4FA1','Pegase','LV-EOH','4A','Y','Y','INTERNAL'
'F','DD4FA2','Libelle Std','F-CPDG','719','Y','Y','INTERNAL'
'F','DD4FA3','LS-3','VH-WUQ','UQ','Y','Y','INTERNAL'
'F','DD4FA5','Taurus','F-JXEV','','Y','Y','INTERNAL'
'F','DD4FA6','Silent 2 Targa','F-JUCG','','Y','Y','INTERNAL'
'F','DD4FA7','ASH-26 E','VH-WPT','WPT','Y','Y','INTERNAL'
'F','DD4FA8','Ventus ct','OK-1723','JN','Y','Y','INTERNAL'
'F','DD4FAD','ASK-21','G-CLVM','LVM','Y','Y','INTERNAL'
'F','DD4FAE','Pegase','G-CKGM','760','Y','Y','INTERNAL'
'F','DD4FB4','SZD-56 Diana','N510ES','ES','Y','Y','INTERNAL'
'F','DD4FB7','SHK-1','G-CFJF','K58','Y','Y','INTERNAL'
'F','DD4FB8','Discus 2','ZK-GYK','7K','Y','Y','INTERNAL'
'F','DD4FBB','DG-1000','VH-GTO','GTO','Y','Y','INTERNAL'
'F','DD4FBC','LS-6','ZKGZI','ZI','Y','Y','INTERNAL'
'F','DD4FBD','ASK-21','GVJ','','Y','Y','INTERNAL'
'F','DD4FBE','MikroKopter Okto','Hilitec','','Y','Y','INTERNAL'
'F','DD4FC1','Drone/UAV','UAV','UAV','Y','Y','INTERNAL'
'F','DD4FC5','ASH-26 E','R-8695','CXS','Y','Y','INTERNAL'
'F','DD4FC6','LS-3','D-3933','TP','Y','Y','INTERNAL'
'F','DD4FC7','ASK-23','OY-RKX','RK','Y','Y','INTERNAL'
'F','DD4FCC','ASK-21','PH-1097','KIM','Y','Y','INTERNAL'
'F','DD4FD3','Discus','G-CHKA','860','Y','Y','INTERNAL'
'F','DD4FD5','DG-300','D-3398','2M','Y','Y','INTERNAL'
'F','DD4FD7','DG-505','G-CKAX','KAX','Y','Y','INTERNAL'
'F','DD4FD8','SZD-51 Junior','G-CFZF','FZF','Y','Y','INTERNAL'
'F','DD4FD9','ASK-13','G-CKFJ','KFJ','Y','Y','INTERNAL'
'F','DD4FDA','ASK-21','G-CKEK','KEK','Y','Y','INTERNAL'
'F','DD4FDC','ASK-21','D-8383','CT','Y','Y','INTERNAL'
'F','DD4FDD','LS-4','OY-XMO','L7','Y','Y','INTERNAL'
'F','DD4FDE','ASW-24','OY-RXR','4R','Y','Y','INTERNAL'
'F','DD4FDF','ASW-20','OY-XKF','W4','Y','Y','INTERNAL'
'F','DD4FE0','Discus','OY-XSU','SU','Y','Y','INTERNAL'
'F','DD4FE1','Astir CS','G-DDYF','850','Y','Y','INTERNAL'
'F','DD4FE2','ASK-13','G-DCWH','CWH','Y','Y','INTERNAL'
'F','DD4FE3','ASK-21','G-DHCX','HCX','Y','Y','INTERNAL'
'F','DD4FE7','ASK-21','OY-XKO','R2','Y','Y','INTERNAL'
'F','DD4FE8','ASW-20','ZS-GOO','','Y','Y','INTERNAL'
'F','DD4FE9','DG-500','D-5035','M35','Y','Y','INTERNAL'
'F','DD4FEA','ASK-13','F-CEJU','','Y','Y','INTERNAL'
'F','DD4FEB','SF-25','OY-XZL','','Y','Y','INTERNAL'
'F','DD4FEC','Silent-IN','F-JTOL','','Y','Y','INTERNAL'
'F','DD4FED','DG-400','OY-LSX','C1','Y','Y','INTERNAL'
'F','DD4FEF','Pilatus B4','OY-XCX','C2','Y','Y','INTERNAL'
'F','DD4FF0','LS-8a','F-CGZK','2M','Y','Y','INTERNAL'
'F','DD4FF1','ASK-21','OY-LVX','C8','Y','Y','INTERNAL'
'F','DD4FF3','SF-25','OY-HLX','','Y','Y','INTERNAL'
'F','DD4FF5','ASW-19','SP-3931','JAY','Y','Y','INTERNAL'
'F','DD4FF6','SZD-48-3 Jantar Std 3','SP-3835','WP','Y','Y','INTERNAL'
'F','DD4FF8','SZD-51 Junior','G-CLRD','LRD','Y','Y','INTERNAL'
'F','DD4FFA','Twin Astir III','F-CNDM','DM','Y','Y','INTERNAL'
'F','DD4FFB','ASK-13','G-CJMZ','R37','Y','Y','INTERNAL'
'F','DD4FFC','Taurus','67-BUT','SA','Y','Y','INTERNAL'
'F','DD4FFD','DG-505','G-CJZK','JZK','Y','Y','INTERNAL'
'F','DD4FFF','Nimbus 3DT','G-NYMB','970','Y','Y','INTERNAL'
'F','DD5003','Pegase','SP-3899','J7','Y','Y','INTERNAL'
'F','DD5004','SZD-42 Jantar 2/2b','SP-3278','DT','Y','Y','INTERNAL'
'F','DD5008','SZD-48-3 Jantar Std 3','SP-3900','JK','Y','Y','INTERNAL'
'F','DD5009','SF-27','G-DFHY','H5','Y','Y','INTERNAL'
'F','DD500C','ASK-13','G-DCCY','CCY','Y','Y','INTERNAL'
'F','DD5010','Unknown','FLARM','','Y','Y','INTERNAL'
'F','DD5015','SZD-48-3 Jantar Std 3','9A-GAL','HR1','Y','Y','INTERNAL'
'F','DD5017','ASW-19','SP-3946','DN','Y','Y','INTERNAL'
'F','DD5018','LS-3','G-CKMV','KMV','Y','Y','INTERNAL'
'F','DD501A','SZD-48-3 Jantar Std 3','SP-3374','FK','Y','Y','INTERNAL'
'F','DD501D','Mosquito','G-CHMT','380','Y','Y','INTERNAL'
'F','DD501F','LS-4','D-2262','V4','Y','Y','INTERNAL'
'F','DD5022','LAK-12','G-CHOG','','Y','Y','INTERNAL'
'F','DD5024','SZD-48-1 Jantar Std 2','SP-3184','','Y','Y','INTERNAL'
'F','DD5025','SZD-9 Bocian','SP-3040','','Y','Y','INTERNAL'
'F','DD5026','Twin Astir II','SP-3895','FC','Y','Y','INTERNAL'
'F','DD5027','SZD-48-3 Jantar Std 3','SP-3228','','Y','Y','INTERNAL'
'F','DD5028','SZD-51 Junior','SP-3473','7K','Y','Y','INTERNAL'
'F','DD5029','ASW-20','G-CFUN','FUN','Y','Y','INTERNAL'
'F','DD502A','SZD-51 Junior','SP-3435','5K','Y','Y','INTERNAL'
'F','DD502D','Libelle Std','VH-GCO','GCO','Y','Y','INTERNAL'
'F','DD502E','SZD-48-3 Jantar Std 3','SP-3648','YZ','Y','Y','INTERNAL'
'F','DD502F','Twin Astir II','SP-4055','Sz2','Y','Y','INTERNAL'
'F','DD5030','DG-300','OM-6143','FM','Y','Y','INTERNAL'
'F','DD5031','ASG-29','G-CKOZ','G9','Y','Y','INTERNAL'
'F','DD5032','Other','LV-X556','BF','Y','Y','INTERNAL'
'F','DD5033','DG-300','S5-3036','DL','Y','Y','INTERNAL'
'F','DD5034','DG-300','SE-UED','CB','Y','Y','INTERNAL'
'F','DD5035','Pegase','G-DHES','HES','Y','Y','INTERNAL'
'F','DD5037','DG-100','S5-3102','D3','Y','Y','INTERNAL'
'F','DD5038','LS-4','SE-UIA','IA','Y','Y','INTERNAL'
'F','DD503A','ASW-15','G-CFXY','EC','Y','Y','INTERNAL'
'F','DD503B','SZD-48 Jantar Std 2','SP-3686','MS','Y','Y','INTERNAL'
'F','DD503C','PW-5','SP-3705','CU','Y','Y','INTERNAL'
'F','DD503D','LS-4','D-1639','WW','Y','Y','INTERNAL'
'F','DD503E','Cirrus Std','G-CJOE','JOE','Y','Y','INTERNAL'
'F','DD503F','ASW-28','F-CKAL','A28','Y','Y','INTERNAL'
'F','DD5043','Libelle Std','G-DCVL','CVL','Y','Y','INTERNAL'
'F','DD5044','DG-300','F-CLEO','R1','Y','Y','INTERNAL'
'F','DD5045','TST-10','VHGIO','IO','Y','Y','INTERNAL'
'F','DD5048','Pegase','F-CHGA','GA','Y','Y','INTERNAL'
'F','DD5049','LS-1 d','D-0440','','Y','Y','INTERNAL'
'F','DD504A','DG-300','S5-3069','MM','Y','Y','INTERNAL'
'F','DD504B','Duo Discus t','F-CVAV','M3','Y','Y','INTERNAL'
'F','DD504C','Discus','OK-4300','VE','Y','Y','INTERNAL'
'F','DD504E','Pegase','F-CGOG','OG','Y','Y','INTERNAL'
'F','DD504F','Alliance 34','F-CJBE','BE','Y','Y','INTERNAL'
'F','DD5050','DG-200','G-CKDU','KDU','Y','Y','INTERNAL'
'F','DD5053','SZD-42 Jantar 2/2b','ES-2009','','Y','Y','INTERNAL'
'F','DD5054','Slingsby Skylark 4','BLW','BLW','Y','Y','INTERNAL'
'F','DD5055','SF-28','F-CFTD','','Y','Y','INTERNAL'
'F','DD505A','DG-100','G-CKDY','503','Y','Y','INTERNAL'
'F','DD505B','DG-400','OY-XWI','NG','Y','Y','INTERNAL'
'F','DD505E','DG-800','OH-901','DG','Y','Y','INTERNAL'
'F','DD5060','ASH-26 E','D-KTVS','VS','Y','Y','INTERNAL'
'F','DD5061','Glasflugel 304','D-4167','AP','Y','Y','INTERNAL'
'F','DD5063','Discus 2','VH-DYZ','','Y','Y','INTERNAL'
'F','DD5068','Libelle Std','VH-GCX','','Y','Y','INTERNAL'
'F','DD506B','Mosquito','ZS-GLC','LC','Y','Y','INTERNAL'
'F','DD506C','Ventus 2','ZK-GYD','YD','Y','Y','INTERNAL'
'F','DD506E','Nimbus 2','IUS','','Y','Y','INTERNAL'
'F','DD506F','Discus','VH-OKN','','Y','Y','INTERNAL'
'F','DD5070','DG-300','OK-8011','WL','Y','Y','INTERNAL'
'F','DD5072','SZD-48-3 Jantar Std 3','SP-3453','VY','Y','Y','INTERNAL'
'F','DD5076','DG-600','SP-3713','SU','Y','Y','INTERNAL'
'F','DD507A','PA-18 Super Cub','D-XXXX','GM','Y','Y','INTERNAL'
'F','DD507B','Twin Astir II','D-8761','61','Y','Y','INTERNAL'
'F','DD507C','Ka-8','OE-5040','K8c','Y','Y','INTERNAL'
'F','DD507D','C30S Edelweiss','F-CCUV','UV','Y','Y','INTERNAL'
'F','DD5080','Cirrus Std','VH-GET','','Y','Y','INTERNAL'
'F','DD5082','LS-6','G-CGBO','C30','Y','Y','INTERNAL'
'F','DD5083','LAK-17 A','VH-GTV','GTV','Y','Y','INTERNAL'
'F','DD5085','ASW-15','G-CFPB','XY','Y','Y','INTERNAL'
'F','DD5087','WT9 Dynamic','F-JAKO','','Y','Y','INTERNAL'
'F','DD5088','Libelle Std','JHL','JHL','Y','Y','INTERNAL'
'F','DD5089','LS-3','G-CGDA','546','Y','Y','INTERNAL'
'F','DD508A','DG-100','G-CJRL','SU','Y','Y','INTERNAL'
'F','DD508C','Libelle Std','G-DCPM','CPM','Y','Y','INTERNAL'
'F','DD508D','LS-6 18','GCHOZ','U2','Y','Y','INTERNAL'
'F','DD5091','LS-1 f','G-CLRZ','KC','Y','Y','INTERNAL'
'F','DD5092','Duo Discus xl','VH-GKM','','Y','Y','INTERNAL'
'F','DD5093','DG-100','G-DGIO','DG1','Y','Y','INTERNAL'
'F','DD5096','Cirrus','VH-WUN','','Y','Y','INTERNAL'
'F','DD5098','Unknown','HKZ','HKZ','Y','Y','INTERNAL'
'F','DD509B','LS-4','G-LSLS','288','Y','Y','INTERNAL'
'F','DD509F','PA-25 Pawnee','HA-TNC','TNC','Y','Y','INTERNAL'
'F','DD50A0','Ultralight','D-MNFW','NFW','Y','Y','INTERNAL'
'F','DD50A3','Mosquito','G-CJNR','JNR','Y','Y','INTERNAL'
'F','DD50A5','ASW-27','R-8820','Z1','Y','Y','INTERNAL'
'F','DD50A8','Ka-6 e','G-DCCA','CCA','Y','Y','INTERNAL'
'F','DD50A9','ASK-21','G-PNGC','N3','Y','Y','INTERNAL'
'F','DD50AB','Cirrus Std','D-KASX','SX','Y','Y','INTERNAL'
'F','DD50AC','Ventus 2bx','VH-VRZ','VRZ','Y','Y','INTERNAL'
'F','DD50AF','DG-300','G-CFWM','FWM','Y','Y','INTERNAL'
'F','DD50B0','DG-500','D-KDUL','TR','Y','Y','INTERNAL'
'F','DD50B4','ASK-21','LN-GHC','HC','Y','Y','INTERNAL'
'F','DD50B5','DG-100','G-CLRN','LRN','Y','Y','INTERNAL'
'F','DD50B6','Pilatus B4','F-GKDM','','Y','Y','INTERNAL'
'F','DD50B7','ASW-15','G-CGCR','748','Y','Y','INTERNAL'
'F','DD50B9','LS-3','G-CGDN','294','Y','Y','INTERNAL'
'F','DD50BA','DG-300','OE-5520','DG','Y','Y','INTERNAL'
'F','DD50BC','WT9 Dynamic','F-JAFT','MFT','Y','Y','INTERNAL'
'F','DD50BD','Pegase','F-CHGR','MGR','Y','Y','INTERNAL'
'F','DD50BF','DR-400','F-GLVQ','VQ','Y','Y','INTERNAL'
'F','DD50C2','Jodel D112','F-BNZB','ZB','Y','Y','INTERNAL'
'F','DD50C5','DR-400','F-GMKA','KA','Y','Y','INTERNAL'
'F','DD50C6','ASW-24','VH-ZAE','NC','Y','Y','INTERNAL'
'F','DD50C7','Slingsby Vega 15m','G-DDXF','DXF','Y','Y','INTERNAL'
'F','DD50C9','LS-4','PH-1189','4A','Y','Y','INTERNAL'
'F','DD50CB','Duo Discus','G-CJFH','R1','Y','Y','INTERNAL'
'F','DD50CD','ASW-20','G-CHVX','F20','Y','Y','INTERNAL'
'F','DD50CE','Mini Nimbus','G-CJYS','JYS','Y','Y','INTERNAL'
'F','DD50CF','Duo Discus t','PH-1472','4D','Y','Y','INTERNAL'
